freq,psd_x,psd_y,psd_z,psd_xyz
59.4,9.090e+05,1.397e+04,2.189e+04,9.448e+05
61.1,1.618e+06,5.273e+03,1.614e+04,1.640e+06
62.7,3.027e+06,2.367e+04,9.147e+03,3.060e+06
64.3,5.368e+06,1.090e+05,2.329e+04,5.501e+06
65.9,7.606e+06,1.958e+05,5.271e+04,7.855e+06
67.5,7.081e+06,1.411e+05,4.553e+04,7.268e+06
69.1,4.647e+06,5.345e+04,1.732e+04,4.718e+06
70.7,2.756e+06,2.125e+04,4.508e+03,2.781e+06
72.3,1.638e+06,1.604e+04,1.075e+03,1.655e+06
73.9,9.869e+05,2.130e+04,4.770e+02,1.009e+06
75.5,6.994e+05,2.756e+04,2.317e+02,7.272e+05
77.1,5.552e+05,2.524e+04,1.386e+02,5.806e+05
78.7,4.416e+05,1.841e+04,1.175e+02,4.602e+05
80.3,3.607e+05,1.253e+04,8.757e+01,3.733e+05
81.9,3.145e+05,8.798e+03,8.443e+01,3.233e+05
83.6,2.886e+05,6.676e+03,8.773e+01,2.954e+05
85.2,2.642e+05,5.172e+03,8.925e+01,2.694e+05
86.8,2.349e+05,4.033e+03,9.406e+01,2.390e+05
88.4,2.000e+05,3.057e+03,9.028e+01,2.031e+05
90.0,1.656e+05,2.298e+03,9.130e+01,1.680e+05
91.6,1.389e+05,1.817e+03,1.079e+02,1.408e+05
93.2,1.185e+05,1.316e+03,1.125e+02,1.200e+05
94.8,1.019e+05,9.586e+02,1.036e+02,1.029e+05
96.4,8.788e+04,7.547e+02,9.425e+01,8.873e+04
98.0,7.540e+04,6.391e+02,8.674e+01,7.613e+04
99.6,6.501e+04,6.028e+02,9.160e+01,6.571e+04
101.2,5.443e+04,6.148e+02,1.487e+02,5.519e+04
102.8,4.172e+04,5.797e+02,2.294e+02,4.253e+04
104.4,3.451e+04,5.824e+02,3.025e+02,3.540e+04
106.0,2.567e+04,5.113e+02,4.130e+02,2.659e+04
107.7,3.001e+04,4.098e+02,4.362e+02,3.086e+04
109.3,2.764e+04,3.756e+02,3.742e+02,2.839e+04
110.9,2.185e+04,3.844e+02,3.819e+02,2.262e+04
112.5,1.667e+04,4.075e+02,4.158e+02,1.750e+04
114.1,1.237e+04,4.379e+02,4.143e+02,1.322e+04
115.7,1.022e+04,4.565e+02,3.714e+02,1.105e+04
117.3,1.135e+04,4.785e+02,3.602e+02,1.219e+04
118.9,1.512e+04,4.732e+02,3.607e+02,1.595e+04
120.5,1.945e+04,4.836e+02,3.611e+02,2.029e+04
122.1,2.720e+04,5.296e+02,3.724e+02,2.810e+04
123.7,4.851e+04,5.246e+02,5.093e+02,4.954e+04
125.3,6.842e+04,4.153e+02,8.048e+02,6.964e+04
126.9,5.648e+04,2.701e+02,8.887e+02,5.764e+04
128.5,3.690e+04,2.843e+02,6.652e+02,3.784e+04
130.1,4.339e+04,3.906e+02,5.061e+02,4.429e+04
131.8,5.975e+04,3.976e+02,4.163e+02,6.057e+04
133.4,3.477e+04,2.669e+02,2.290e+02,3.527e+04
135.0,1.136e+04,1.657e+02,1.100e+02,1.164e+04
136.6,1.089e+04,1.394e+02,1.074e+02,1.114e+04
138.2,1.278e+04,1.347e+02,1.096e+02,1.302e+04
139.8,1.792e+04,1.232e+02,8.804e+01,1.813e+04
141.4,2.166e+04,1.295e+02,8.119e+01,2.187e+04
143.0,2.087e+04,1.218e+02,8.577e+01,2.107e+04
144.6,1.708e+04,1.221e+02,8.634e+01,1.729e+04
146.2,1.316e+04,1.174e+02,8.349e+01,1.336e+04
147.8,1.210e+04,1.206e+02,8.826e+01,1.231e+04
149.4,1.435e+04,1.422e+02,9.159e+01,1.458e+04
151.0,1.802e+04,1.645e+02,1.064e+02,1.830e+04
152.6,2.007e+04,2.079e+02,1.495e+02,2.043e+04
154.2,2.065e+04,2.445e+02,1.630e+02,2.106e+04
155.9,2.318e+04,2.392e+02,1.394e+02,2.356e+04
157.5,3.057e+04,2.039e+02,1.439e+02,3.091e+04
159.1,4.393e+04,1.915e+02,1.660e+02,4.428e+04
160.7,5.365e+04,1.982e+02,1.562e+02,5.400e+04
162.3,5.200e+04,2.404e+02,1.261e+02,5.237e+04
163.9,4.644e+04,2.954e+02,1.771e+02,4.691e+04
165.5,4.148e+04,3.640e+02,2.470e+02,4.209e+04
167.1,3.954e+04,4.518e+02,2.994e+02,4.029e+04
168.7,4.016e+04,4.698e+02,3.110e+02,4.094e+04
170.3,4.154e+04,4.612e+02,3.154e+02,4.232e+04
171.9,4.111e+04,4.481e+02,3.864e+02,4.194e+04
173.5,3.992e+04,4.787e+02,5.385e+02,4.094e+04
175.1,3.833e+04,5.713e+02,7.748e+02,3.967e+04
176.7,3.664e+04,6.131e+02,1.121e+03,3.838e+04
178.3,3.440e+04,6.412e+02,1.595e+03,3.664e+04
180.0,3.183e+04,6.439e+02,1.992e+03,3.447e+04
181.6,2.867e+04,5.141e+02,1.869e+03,3.106e+04
183.2,2.578e+04,4.050e+02,1.248e+03,2.744e+04
184.8,2.381e+04,3.644e+02,6.500e+02,2.482e+04
186.4,2.104e+04,3.860e+02,3.089e+02,2.173e+04
188.0,1.758e+04,3.782e+02,1.694e+02,1.812e+04
189.6,1.438e+04,3.289e+02,1.629e+02,1.487e+04
191.2,1.189e+04,3.041e+02,1.967e+02,1.240e+04
192.8,9.681e+03,2.528e+02,1.894e+02,1.012e+04
194.4,8.198e+03,2.552e+02,1.441e+02,8.597e+03
196.0,8.827e+03,3.112e+02,1.187e+02,9.257e+03
197.6,9.474e+03,3.791e+02,9.905e+01,9.952e+03
199.2,1.115e+04,2.710e+02,9.301e+01,1.152e+04
