freq,psd_x,psd_y,psd_z,psd_xyz
178.0,7.017e+02,6.252e+03,2.377e+02,7.192e+03
179.6,5.464e+02,6.729e+03,1.359e+02,7.411e+03
181.2,5.371e+02,7.505e+03,1.223e+02,8.164e+03
182.8,4.660e+02,7.005e+03,1.227e+02,7.594e+03
184.3,4.204e+02,1.033e+04,1.140e+02,1.086e+04
185.9,4.220e+02,1.228e+04,1.157e+02,1.282e+04
187.5,3.672e+02,1.188e+04,1.410e+02,1.239e+04
189.1,3.319e+02,1.170e+04,1.677e+02,1.220e+04
190.6,3.079e+02,1.250e+04,2.063e+02,1.301e+04
192.2,3.049e+02,1.280e+04,2.603e+02,1.337e+04
193.8,3.221e+02,1.414e+04,3.142e+02,1.478e+04
195.4,3.071e+02,1.560e+04,3.704e+02,1.628e+04
197.0,3.603e+02,1.787e+04,4.455e+02,1.868e+04
198.5,3.834e+02,2.138e+04,5.177e+02,2.228e+04
