freq,psd_x,psd_y,psd_z,psd_xyz
72.3,6.728e+03,1.202e+06,2.611e+05,1.470e+06
73.9,6.275e+03,8.651e+05,1.831e+05,1.054e+06
75.5,4.461e+03,6.384e+05,1.344e+05,7.772e+05
77.1,3.402e+03,4.895e+05,1.067e+05,5.996e+05
78.7,3.843e+03,3.816e+05,8.686e+04,4.723e+05
80.3,6.541e+03,2.941e+05,7.110e+04,3.717e+05
81.9,8.528e+03,2.153e+05,5.894e+04,2.827e+05
83.5,9.493e+03,1.523e+05,4.971e+04,2.115e+05
85.2,9.449e+03,1.063e+05,4.217e+04,1.579e+05
86.8,8.245e+03,7.545e+04,3.596e+04,1.197e+05
88.4,6.440e+03,5.462e+04,2.966e+04,9.072e+04
90.0,5.073e+03,4.101e+04,2.400e+04,7.008e+04
91.6,4.463e+03,3.526e+04,1.860e+04,5.833e+04
93.2,4.234e+03,2.908e+04,1.433e+04,4.764e+04
94.8,4.884e+03,2.876e+04,1.398e+04,4.763e+04
96.4,1.302e+04,5.860e+04,2.702e+04,9.864e+04
98.0,4.196e+04,1.226e+05,3.980e+04,2.044e+05
99.6,5.478e+04,1.058e+05,4.170e+04,2.022e+05
101.2,5.393e+04,1.157e+05,3.659e+04,2.063e+05
102.8,4.395e+04,1.590e+05,3.057e+04,2.335e+05
104.4,2.236e+04,1.123e+05,2.530e+04,1.600e+05
106.0,5.501e+03,3.619e+04,2.052e+04,6.220e+04
107.6,3.818e+03,2.594e+04,1.723e+04,4.699e+04
109.3,5.351e+03,2.743e+04,1.525e+04,4.803e+04
110.9,5.188e+03,3.158e+04,1.408e+04,5.084e+04
112.5,4.171e+03,3.308e+04,1.274e+04,4.998e+04
114.1,4.683e+03,3.590e+04,1.106e+04,5.164e+04
115.7,4.730e+03,3.147e+04,9.330e+03,4.553e+04
117.3,5.014e+03,3.388e+04,7.932e+03,4.682e+04
118.9,5.945e+03,3.239e+04,7.138e+03,4.547e+04
120.5,4.921e+03,2.717e+04,6.046e+03,3.813e+04
122.1,4.777e+03,2.673e+04,4.691e+03,3.620e+04
123.7,6.790e+03,2.830e+04,4.189e+03,3.928e+04
125.3,7.499e+03,2.578e+04,3.889e+03,3.716e+04
126.9,7.384e+03,3.031e+04,3.604e+03,4.129e+04
128.5,7.777e+03,3.536e+04,3.304e+03,4.644e+04
130.1,7.623e+03,3.358e+04,3.098e+03,4.430e+04
131.7,6.841e+03,3.198e+04,2.661e+03,4.148e+04
133.4,5.150e+03,2.538e+04,1.287e+03,3.181e+04
135.0,6.243e+03,2.815e+04,4.427e+02,3.484e+04
136.6,6.274e+03,2.505e+04,4.032e+02,3.173e+04
138.2,6.052e+03,2.384e+04,3.739e+02,3.026e+04
139.8,6.474e+03,2.416e+04,5.034e+02,3.113e+04
141.4,5.523e+03,2.087e+04,4.965e+02,2.689e+04
143.0,7.497e+03,2.054e+04,4.460e+02,2.849e+04
144.6,1.293e+04,2.911e+04,4.918e+02,4.253e+04
146.2,3.330e+04,6.685e+04,9.319e+02,1.011e+05
147.8,5.455e+04,8.402e+04,1.205e+03,1.398e+05
149.4,5.731e+04,7.885e+04,1.552e+03,1.377e+05
151.0,6.038e+04,7.720e+04,2.252e+03,1.398e+05
152.6,4.691e+04,6.810e+04,2.589e+03,1.176e+05
154.2,4.617e+04,7.447e+04,1.992e+03,1.226e+05
155.8,3.212e+04,7.066e+04,1.320e+03,1.041e+05
157.5,1.672e+04,4.336e+04,6.972e+02,6.077e+04
159.1,9.985e+03,2.954e+04,3.897e+02,3.991e+04
160.7,1.094e+04,2.969e+04,3.825e+02,4.101e+04
162.3,1.053e+04,2.659e+04,5.356e+02,3.765e+04
163.9,1.081e+04,2.843e+04,6.457e+02,3.989e+04
165.5,1.062e+04,2.485e+04,7.506e+02,3.622e+04
167.1,9.086e+03,1.885e+04,8.823e+02,2.882e+04
168.7,7.551e+03,1.954e+04,8.919e+02,2.799e+04
170.3,8.798e+03,2.689e+04,9.158e+02,3.661e+04
171.9,9.083e+03,2.653e+04,8.620e+02,3.648e+04
173.5,8.977e+03,2.833e+04,8.670e+02,3.817e+04
175.1,9.283e+03,2.723e+04,1.013e+03,3.753e+04
176.7,1.246e+04,3.410e+04,9.348e+02,4.749e+04
178.3,1.257e+04,3.769e+04,8.984e+02,5.116e+04
179.9,1.098e+04,2.968e+04,8.047e+02,4.146e+04
181.6,1.101e+04,2.881e+04,6.686e+02,4.048e+04
183.2,1.174e+04,3.059e+04,6.389e+02,4.297e+04
184.8,1.176e+04,2.860e+04,7.517e+02,4.112e+04
186.4,1.208e+04,2.854e+04,7.832e+02,4.140e+04
188.0,1.255e+04,3.488e+04,7.103e+02,4.814e+04
189.6,1.156e+04,3.010e+04,5.361e+02,4.219e+04
191.2,1.519e+04,2.970e+04,4.929e+02,4.537e+04
192.8,2.054e+04,4.298e+04,7.029e+02,6.422e+04
194.4,2.921e+04,6.848e+04,9.849e+02,9.867e+04
196.0,4.408e+04,8.495e+04,1.138e+03,1.302e+05
197.6,4.601e+04,7.295e+04,1.459e+03,1.204e+05
199.2,4.598e+04,4.929e+04,1.795e+03,9.706e+04
