freq,psd_x,psd_y,psd_z,psd_xyz
70.1,4.257e+04,1.537e+06,2.413e+04,1.604e+06
71.7,3.879e+04,1.361e+06,2.604e+04,1.426e+06
73.3,3.360e+04,1.197e+06,2.599e+04,1.256e+06
74.9,2.666e+04,1.146e+06,3.022e+04,1.203e+06
76.5,2.105e+04,1.284e+06,4.387e+04,1.349e+06
78.1,1.487e+04,1.460e+06,6.274e+04,1.538e+06
79.7,1.067e+04,1.680e+06,9.216e+04,1.783e+06
81.3,9.550e+03,1.712e+06,1.219e+05,1.843e+06
82.9,7.388e+03,1.375e+06,1.309e+05,1.513e+06
84.5,5.737e+03,9.557e+05,1.231e+05,1.084e+06
86.1,5.088e+03,6.368e+05,1.078e+05,7.497e+05
87.7,4.423e+03,3.945e+05,8.725e+04,4.862e+05
89.3,3.892e+03,2.320e+05,6.663e+04,3.025e+05
90.8,3.204e+03,1.350e+05,4.893e+04,1.872e+05
92.4,2.864e+03,9.126e+04,4.285e+04,1.370e+05
94.0,2.289e+03,6.081e+04,3.759e+04,1.007e+05
95.6,1.681e+03,3.939e+04,3.239e+04,7.347e+04
97.2,1.100e+03,2.457e+04,2.744e+04,5.310e+04
98.8,6.441e+02,1.486e+04,2.298e+04,3.848e+04
100.4,4.576e+02,9.253e+03,1.930e+04,2.901e+04
102.0,8.933e+02,6.659e+03,1.663e+04,2.418e+04
103.6,1.870e+03,6.243e+03,1.459e+04,2.270e+04
105.2,3.016e+03,6.012e+03,1.305e+04,2.207e+04
106.8,5.563e+03,5.995e+03,1.175e+04,2.331e+04
108.4,8.438e+03,5.361e+03,1.056e+04,2.436e+04
110.0,1.097e+04,5.412e+03,9.696e+03,2.607e+04
111.6,1.494e+04,6.421e+03,9.194e+03,3.055e+04
113.2,1.928e+04,7.354e+03,9.038e+03,3.568e+04
114.8,2.572e+04,7.611e+03,8.384e+03,4.171e+04
116.4,3.614e+04,8.875e+03,8.660e+03,5.368e+04
117.9,4.729e+04,9.924e+03,9.285e+03,6.650e+04
119.5,5.100e+04,9.139e+03,8.767e+03,6.891e+04
121.1,4.395e+04,7.217e+03,7.523e+03,5.869e+04
122.7,3.323e+04,5.566e+03,6.000e+03,4.480e+04
124.3,2.301e+04,4.665e+03,4.450e+03,3.213e+04
125.9,1.496e+04,4.504e+03,3.430e+03,2.289e+04
127.5,9.963e+03,5.000e+03,3.311e+03,1.827e+04
129.1,6.636e+03,5.783e+03,3.402e+03,1.582e+04
130.7,5.181e+03,6.487e+03,3.243e+03,1.491e+04
132.3,4.390e+03,5.758e+03,2.540e+03,1.269e+04
133.9,2.776e+03,1.734e+03,9.905e+02,5.500e+03
135.5,2.446e+03,4.540e+02,4.692e+02,3.369e+03
137.1,3.054e+03,4.669e+02,4.019e+02,3.923e+03
138.7,3.663e+03,3.844e+02,3.158e+02,4.363e+03
140.3,4.286e+03,4.461e+02,3.208e+02,5.053e+03
141.9,4.576e+03,4.879e+02,3.381e+02,5.402e+03
143.4,5.466e+03,4.681e+02,3.300e+02,6.264e+03
145.0,7.067e+03,4.548e+02,3.410e+02,7.863e+03
146.6,8.598e+03,4.182e+02,3.703e+02,9.387e+03
148.2,8.929e+03,4.205e+02,3.778e+02,9.727e+03
149.8,8.807e+03,4.261e+02,3.871e+02,9.620e+03
151.4,8.902e+03,3.734e+02,4.001e+02,9.675e+03
153.0,9.272e+03,4.137e+02,3.699e+02,1.006e+04
154.6,9.455e+03,7.096e+02,4.618e+02,1.063e+04
156.2,1.220e+04,9.689e+02,8.596e+02,1.403e+04
157.8,1.466e+04,1.286e+03,1.308e+03,1.726e+04
159.4,1.393e+04,1.455e+03,1.608e+03,1.699e+04
161.0,1.154e+04,1.701e+03,1.698e+03,1.494e+04
162.6,1.203e+04,2.121e+03,1.306e+03,1.546e+04
164.2,1.468e+04,2.635e+03,1.089e+03,1.841e+04
165.8,1.793e+04,3.045e+03,1.204e+03,2.218e+04
167.4,2.328e+04,3.081e+03,1.571e+03,2.793e+04
168.9,2.900e+04,3.182e+03,2.101e+03,3.428e+04
170.5,3.393e+04,3.496e+03,2.747e+03,4.018e+04
172.1,3.574e+04,4.313e+03,3.717e+03,4.377e+04
173.7,3.560e+04,6.232e+03,5.448e+03,4.728e+04
175.3,3.675e+04,8.171e+03,7.398e+03,5.232e+04
176.9,4.059e+04,8.875e+03,8.312e+03,5.777e+04
178.5,4.553e+04,7.940e+03,7.653e+03,6.113e+04
180.1,4.835e+04,6.493e+03,6.329e+03,6.117e+04
181.7,4.746e+04,5.065e+03,4.769e+03,5.729e+04
183.3,3.248e+04,3.557e+03,2.820e+03,3.886e+04
184.9,3.580e+04,3.948e+03,2.508e+03,4.225e+04
186.5,3.233e+04,4.212e+03,2.079e+03,3.862e+04
188.1,2.647e+04,4.913e+03,1.855e+03,3.324e+04
189.7,2.160e+04,5.883e+03,1.733e+03,2.922e+04
191.3,1.909e+04,6.988e+03,1.697e+03,2.777e+04
192.9,1.737e+04,7.689e+03,1.571e+03,2.663e+04
194.4,1.471e+04,7.691e+03,1.159e+03,2.356e+04
196.0,1.282e+04,7.718e+03,8.943e+02,2.143e+04
197.6,1.284e+04,8.200e+03,7.956e+02,2.183e+04
199.2,1.402e+04,8.804e+03,7.293e+02,2.356e+04
