freq,psd_x,psd_y,psd_z,psd_xyz
153.2,8.781e+04,6.606e+01,1.263e+02,8.801e+04
154.8,8.614e+04,7.289e+01,1.519e+02,8.637e+04
156.4,8.451e+04,8.151e+01,1.891e+02,8.479e+04
158.0,9.481e+04,9.838e+01,2.551e+02,9.517e+04
159.6,1.108e+05,1.229e+02,3.795e+02,1.113e+05
161.2,1.113e+05,1.948e+02,6.240e+02,1.121e+05
162.8,9.336e+04,3.151e+02,9.938e+02,9.467e+04
164.4,7.647e+04,4.142e+02,1.446e+03,7.833e+04
166.0,6.604e+04,4.647e+02,2.010e+03,6.852e+04
167.6,6.010e+04,5.755e+02,2.509e+03,6.319e+04
169.2,5.874e+04,7.061e+02,2.585e+03,6.203e+04
170.8,5.347e+04,7.937e+02,2.885e+03,5.715e+04
172.4,4.836e+04,8.577e+02,3.336e+03,5.256e+04
174.0,4.591e+04,8.490e+02,3.259e+03,5.002e+04
175.6,4.589e+04,7.466e+02,2.579e+03,4.922e+04
177.2,4.612e+04,6.842e+02,1.987e+03,4.879e+04
178.8,4.497e+04,6.627e+02,1.554e+03,4.719e+04
180.4,4.445e+04,6.595e+02,1.262e+03,4.637e+04
182.0,4.297e+04,6.638e+02,1.094e+03,4.473e+04
183.6,3.967e+04,6.455e+02,9.948e+02,4.131e+04
185.2,3.642e+04,6.104e+02,9.555e+02,3.798e+04
186.8,3.367e+04,5.554e+02,8.746e+02,3.510e+04
188.3,3.083e+04,4.971e+02,7.736e+02,3.210e+04
189.9,2.727e+04,4.889e+02,7.319e+02,2.849e+04
191.5,2.588e+04,5.241e+02,7.395e+02,2.715e+04
193.1,2.546e+04,5.609e+02,7.927e+02,2.681e+04
194.7,2.411e+04,6.343e+02,8.313e+02,2.557e+04
196.3,2.221e+04,7.739e+02,8.177e+02,2.380e+04
197.9,2.051e+04,8.783e+02,7.738e+02,2.216e+04
199.5,1.958e+04,9.992e+02,7.109e+02,2.129e+04
