freq,psd_x,psd_y,psd_z,psd_xyz
180.5,1.209e+03,1.838e+03,1.078e+03,4.124e+03
182.1,1.272e+03,2.132e+03,1.129e+03,4.533e+03
183.7,1.012e+03,2.155e+03,1.027e+03,4.193e+03
185.3,6.852e+02,1.689e+03,9.531e+02,3.327e+03
186.9,5.098e+02,1.061e+03,9.198e+02,2.491e+03
188.5,4.985e+02,7.318e+02,9.347e+02,2.165e+03
190.0,5.435e+02,5.454e+02,1.005e+03,2.094e+03
191.6,6.090e+02,4.506e+02,1.079e+03,2.139e+03
193.2,7.739e+02,4.763e+02,1.222e+03,2.472e+03
194.8,8.684e+02,4.562e+02,1.203e+03,2.528e+03
196.4,9.302e+02,3.811e+02,1.047e+03,2.358e+03
198.0,1.133e+03,5.772e+02,1.359e+03,3.069e+03
199.5,1.258e+03,6.790e+02,1.450e+03,3.387e+03
