freq,psd_x,psd_y,psd_z,psd_xyz
78.1,2.562e+05,7.626e+03,2.343e+03,2.661e+05
79.7,2.147e+05,1.024e+04,2.151e+03,2.271e+05
81.3,1.939e+05,1.389e+04,2.096e+03,2.099e+05
82.9,1.798e+05,1.523e+04,1.765e+03,1.968e+05
84.5,1.653e+05,1.333e+04,1.194e+03,1.798e+05
86.1,1.512e+05,1.090e+04,7.916e+02,1.629e+05
87.7,1.369e+05,8.894e+03,5.796e+02,1.464e+05
89.3,1.156e+05,6.515e+03,4.304e+02,1.225e+05
90.9,1.205e+05,5.782e+03,3.651e+02,1.267e+05
92.5,1.079e+05,4.768e+03,2.848e+02,1.129e+05
94.1,9.462e+04,3.988e+03,2.632e+02,9.887e+04
95.6,8.348e+04,3.357e+03,2.361e+02,8.707e+04
97.2,7.548e+04,3.055e+03,1.850e+02,7.872e+04
98.8,6.764e+04,2.651e+03,1.459e+02,7.043e+04
100.4,5.976e+04,2.317e+03,1.076e+02,6.218e+04
102.0,5.123e+04,2.026e+03,7.721e+01,5.334e+04
103.6,4.312e+04,1.837e+03,7.030e+01,4.503e+04
105.2,3.671e+04,1.847e+03,7.583e+01,3.863e+04
106.8,3.017e+04,1.725e+03,8.777e+01,3.198e+04
108.4,2.228e+04,1.321e+03,1.041e+02,2.370e+04
110.0,1.425e+04,8.745e+02,1.112e+02,1.524e+04
111.6,9.049e+03,6.247e+02,1.226e+02,9.796e+03
113.2,9.665e+03,6.372e+02,2.262e+02,1.053e+04
114.8,1.963e+04,1.085e+03,4.964e+02,2.121e+04
116.4,4.172e+04,2.319e+03,1.094e+03,4.514e+04
118.0,6.994e+04,4.151e+03,2.051e+03,7.615e+04
119.6,8.007e+04,5.532e+03,2.935e+03,8.854e+04
121.2,5.845e+04,5.152e+03,2.947e+03,6.655e+04
122.7,3.486e+04,4.177e+03,2.683e+03,4.172e+04
124.3,1.870e+04,3.214e+03,2.379e+03,2.429e+04
125.9,8.576e+03,2.480e+03,2.039e+03,1.310e+04
127.5,4.014e+03,2.036e+03,1.620e+03,7.670e+03
129.1,5.948e+03,1.793e+03,1.105e+03,8.847e+03
130.7,1.368e+04,1.738e+03,8.718e+02,1.629e+04
132.3,1.994e+04,1.483e+03,7.843e+02,2.221e+04
133.9,1.113e+04,4.630e+02,4.475e+02,1.204e+04
135.5,8.606e+03,1.370e+02,3.361e+02,9.079e+03
137.1,1.069e+04,1.543e+02,3.024e+02,1.115e+04
138.7,1.297e+04,1.817e+02,2.578e+02,1.341e+04
140.3,1.541e+04,2.128e+02,2.192e+02,1.584e+04
141.9,1.753e+04,2.557e+02,1.736e+02,1.796e+04
143.5,2.206e+04,3.468e+02,1.531e+02,2.256e+04
145.1,2.900e+04,4.749e+02,1.498e+02,2.963e+04
146.7,3.835e+04,5.988e+02,1.391e+02,3.908e+04
148.3,4.962e+04,6.449e+02,1.314e+02,5.039e+04
149.8,6.132e+04,5.677e+02,1.371e+02,6.203e+04
151.4,7.052e+04,4.766e+02,1.268e+02,7.113e+04
153.0,7.442e+04,4.215e+02,1.114e+02,7.495e+04
154.6,7.784e+04,3.952e+02,9.947e+01,7.834e+04
156.2,8.452e+04,3.778e+02,9.706e+01,8.499e+04
157.8,1.073e+05,4.522e+02,9.713e+01,1.078e+05
159.4,1.496e+05,6.691e+02,1.044e+02,1.504e+05
161.0,1.780e+05,9.376e+02,1.399e+02,1.791e+05
162.6,1.759e+05,1.062e+03,2.104e+02,1.772e+05
164.2,1.675e+05,1.104e+03,3.518e+02,1.689e+05
165.8,1.615e+05,1.140e+03,5.803e+02,1.632e+05
167.4,1.578e+05,1.235e+03,9.635e+02,1.600e+05
169.0,1.446e+05,1.507e+03,1.638e+03,1.477e+05
170.6,1.235e+05,1.568e+03,2.818e+03,1.279e+05
172.2,9.861e+04,1.448e+03,4.398e+03,1.045e+05
173.8,7.990e+04,1.428e+03,6.065e+03,8.739e+04
175.4,7.705e+04,1.812e+03,7.890e+03,8.675e+04
176.9,7.803e+04,2.381e+03,8.863e+03,8.927e+04
178.5,6.866e+04,2.516e+03,8.033e+03,7.920e+04
180.1,6.287e+04,2.443e+03,6.280e+03,7.160e+04
181.7,6.159e+04,2.364e+03,5.053e+03,6.900e+04
183.3,5.662e+04,2.311e+03,4.340e+03,6.327e+04
184.9,4.680e+04,2.340e+03,3.840e+03,5.298e+04
186.5,3.458e+04,2.369e+03,3.276e+03,4.023e+04
188.1,1.969e+04,2.173e+03,2.491e+03,2.436e+04
189.7,9.542e+03,1.605e+03,1.527e+03,1.267e+04
191.3,6.698e+03,8.814e+02,7.917e+02,8.371e+03
192.9,6.353e+03,4.552e+02,4.288e+02,7.237e+03
194.5,5.852e+03,3.397e+02,2.561e+02,6.447e+03
196.1,8.689e+03,3.376e+02,2.905e+02,9.317e+03
197.7,1.394e+04,3.388e+02,4.053e+02,1.468e+04
199.3,1.748e+04,4.193e+02,4.950e+02,1.840e+04
